비속어|카테고리|text
비욕설|일반|엄마 마사지에 잠이 솔솔 사랑스런 우래기
비욕설|혐오|칼들었다고.. 칼맞아 뒤지냐? 그렇게 찌질해서 어따써먹어..인간아.. 하긴 찌질하니 알바하겠지
비욕설|일반|이성우 이모들보는거 개짱남ㅡ왜 그집식구들까지 다 봐야하노ㅠ
비욕설|혐오|하하 가자마자 추격전 큰거 세개 터지고 (돈가방, 여드름, 꼬리잡기) 가요제 2회부터 본격적으로 듀엣 하고 , 장기프로젝트로 에어로빅도 하고ㅋㅋ 졸라 커질만한거 많이 했음
비욕설|일반|역시 이연희 실력파 연기배우
비욕설|일반|예상되는 스토리가 살짝 아쉬웠지만 마지막 범인에 대한 반전은 재미를 더해준것 같아요~~^^
비욕설|혐오|어휴... 저 쓰레기젤을 빠는넘이있네고추 썪는다
비욕설|혐오|짱깨욕 못하하는거 보니 짱깨 맞네
비욕설|혐오|적당히 설쳐라 페미나치들아
욕설|혐오|개돼지 같이 똥인지 된장인지 독인지도 모르고 생각 없이 쳐맞은 부작용 백신 니들 유전자에 박혀서 스파이크 단백질이나 평생 생산하고 쳐살아라 아마 부작용이 최소 5년까진 언제 나타날지 모른다지? ㅋㅋㅋ
비욕설|일반|어제 비 오는 창가를 바라보다 문득 니 생각났어
비욕설|섹슈얼|서양애들은 저렇게 일자로 도끼만 찍은 자국만 있는데 왜이리 동양애들은 너덜너덜 거리는지.. ㅋ
욕설|혐오|씨발 담배냄새나
비욕설|일반|불면증인가
비욕설|섹슈얼|얘 남자다 고추달린 요자임 ㅋㅋ 레이디보이
비욕설|일반|믿고보는 장동건.ㅋㄷㅋㄷ
비욕설|일반|오달수씨가 그런일만 아니었음 ..아깝다 잼났지싶은데
비욕설|일반|너무 졸려
비욕설|일반|나 짤릴 거 같아
욕설|혐오|정도가 너무심함 저런새끼가 어떻게 사회생활가능한지 의문
비욕설|일반|오늘부터 허리 운동 시작해야지 언제 써 먹을지 모르니까..
비욕설|일반|최정훈님의 마음이 담긴글을 읽고 마음이참아프네요~여러추측기사들이~참속상하네요~저처럼믿고기다리는팬들도많으니~기운내시길~^♡^
비욕설|혐오|전형적인 한국의 아줌마상이지...
비욕설|섹슈얼|오피가서 노콘 하는거하고 보빨하는거하고 뭐가 더 위험하냐?
욕설|혐오|이거 ㅇㅂ 주는새끼들좆뉴비새끼들이냐? 본거 또보고 또보고 꾸준히 쳐 올리네.좆망 병신 사이트 ㅉ
비욕설|일반|이런 여자.이런남자.안대용~
비욕설|일반|이런기사 내지마세요.
비욕설|일반|오늘 치마랑 바지 뭐 입지?
욕설|혐오|저 작가는 악마의 아들이다 미친 ㅅㅂ
비욕설|혐오|여주가 못생겨서 작품에 몰입이 잘됨.
비욕설|일반|으이그!!윤진이 얄미웡..ㅠㅠ
비욕설|혐오|펭수 문재앙 정부랑 좌파언론에서 미는거라 비호감
비욕설|일반|나만 뒤처지는 느낌이야
비욕설|혐오|상사한테 들이박고 다닐순없나요? 인사평가때문에 그런가요?
비욕설|섹슈얼|겉검 속핑 매력이 있다. 진짜 에보니 중의 에보니는 보석처럼 새까만 피부에 핑크빛 속살 ㅎㅎ
비욕설|섹슈얼|실제로 보면 더 조타 그 향기 그 부드러움 그 따뜻함.. 매일 박고 싶을걸~
비욕설|섹슈얼|여자 교도소 가고 싶다...킁킁킁
비욕설|일반|곱창 생각나
욕설|혐오|이정도 보고 딸쳤음 자지가 약발 없이 서겠노?좆이 주인 잘못 만나 좆대가리 거무튀튀가 될정도로 뽑아낸 모양이노좆대가리야 다음 생엔 주인 잘 만나라
비욕설|혐오|난 너 이해한다 여자친구도 이기적인 거임 편해지고, 있는 그대로 받아들이는거 좋은말이지만 되게 도피성 발언임. 정과 의리와 함께한 시간을 인질로 지 꼴리는대로 사는거. 남자친구에게 매력적으로 보이길 포기하는게 정당화 되는게 아님 그런 여자는 결혼하면 대체로 게으르고 육아 하나로 독박 이니 뭐니 할 확률이 높다 사람이 엄청 부지런하지는 않아도 게으르지는 말아야지 사람 천성은 안바뀐다 함께한 시간이 길지만 앞으로 함께할 시간이 더 긴데 아니다 싶으면 지금이라도 파토내라 제일 미련한게 본전 생각하는거다
비욕설|일반|근디 한서희는 무슨 사진을 쓰더라도 이쁘네. 정상적으로 데뷔했으면 꽤 떴을것같다
비욕설|혐오|대마보이 박태환 얼굴에 철판을 깔았구만
비욕설|섹슈얼|그럼 니여친좀 빌려주라 간단하게 사까시만 시켜서 얼굴에 싸갈기고 돌려보내 줄ㅇㅅㅇ
비욕설|일반|여자가 남자한테 잘해주면 질려?
비욕설|혐오|브라를 하든 안하든 상관은 없어. 그런데 옷이 그리 야시시하게 입고 댕기는데 어느누가 한번 힐끔 안보겠냐? 그러면서 시선강간이 싫다고하면 대체 어쩌자는거야? 무인도가서 살아야겠지;
비욕설|일반|현아 이뻐요
욕설|섹슈얼|어제 그냥 심심해서 나갔다가 술먹고 외박했는데 지금 사귀는 좆대가리랑 싸웠다고 쫄래쫄래 전화하는게 버릇 못고쳤네. 썅년 ㅋ 앞으로 섹파로 지내야겠다. 북수원 모텔 추천받는다 물론 콘돔은 필수!
비욕설|혐오|행복회로 그만 돌려라 !! 문제인 옥바라지나 똑바로 하고
비욕설|일반|김고은 닮았네
비욕설|섹슈얼|여친 속옷 안 보고 보지 봄..
비욕설|섹슈얼|조루라니깐.... 사정지연 쓴다.. ㅅㅂ...
비욕설|일반|네 목숨, 네 가족들의 목숨과 건강이 더 중요한 거란다.. 돈이 있으면 도움이 되겠지만, 뭐가 먼저인지...
비욕설|일반|심장마비로 기사 써 달라 했겠지.생활고에 시달려 나쁜 선택한 게 분명한데..ㅜㅜ암튼 삼가 고인의 명복을 빕니다.
비욕설|섹슈얼|꼴릴때나 그런 상상하지 막상 봊이 보면 전혀 핥고 싶지 않음 그냥 서로 원하면 윈윈하려고 할까.. 봊이는 박았을 때나 기분 좋지.
비욕설|일반|전 여자친구한테 남자가 생긴 거 같아
비욕설|혐오|거거, 남자가 사업하다보면 접대도 할수 있는것이지... 비즈니스를 모르시네..
비욕설|일반|한혜진편 개꿀잼...모델이니까 가능한 출사다 정말
비욕설|혐오|근데 개돼지 중 18% 이상이 음주운전 경험이 있어서 ㅇㅇ
비욕설|혐오|근대 이와중에 박나래 못생긴건알았지만 진짜 너무 ㅈㄱㅇ 생겼다 재는 티비에 안나오길 눈썩는다는걸 진심 느낌ㅜ 진심으로여 이건 악플아니예여 내주변 남자들 다박나래 이국주 나옴. 채널돌림
비욕설|혐오|폰팔이보다 더한새끼가 중고차팔이
비욕설|일반|여자랑 친구에 너무 많은 시간을 할애하는 우를 범하지 마라.....
비욕설|혐오|얘는 먼데 방송한다고 난리??? 고쳐도 서세원이야
욕설|섹슈얼|트위터 보면 짱개창녀 봊담배 피는 거 나옴
비욕설|섹슈얼|역시 어린엄마가 짱이야 여자는 어려서 결혼해야해
비욕설|혐오|틀니 2주간 압수
비욕설|일반|바보가 바보에게
비욕설|혐오|으 여자들 열폭.....
비욕설|섹슈얼|네 다음 패배자
비욕설|일반|가로세로 구독자 많네! 보니 구독할정도는 아닌것 같은디.
비욕설|일반|어케다들 만화랑 잘어울리냐
비욕설|일반|오늘도 그냥 그냥 다갔네.
비욕설|혐오|거긴 지금 개중공애들도 많고 일단 홍어들이 모조리 이주해온 곳이라 위험해 청소년들도 최악이구
비욕설|혐오|지금 너혼자 울분을 토해도 이미 김치국은 망하기 전까지는 그대로 있는거 퍼먹기로 정해졌다
비욕설|일반|3년째 짝사랑 중인 나 비정상이야?
비욕설|일반|온니유라고 하고 다른사람과... 행복하게 잘 사세요...
비욕설|일반|썸 깨지고
비욕설|혐오|줌마시대 노래도 망했는데 얘 노랠 누가들어
비욕설|혐오|인간 말종이군
비욕설|섹슈얼|오늘 모텔 무한대실했는데 아침 11시에 한번섹스하고 사정하고 점심 12시에 섹스하고 또 사정하고 밥먹고 스타벅스 갔다가 3시에 한번 또 사정하고 6시에 또 섹스하려니 고추가 말을 안듣고 발기가되다가 다시 죽고 하다가 결국 못했습니다 이거 문제있는건가요?
비욕설|일반|예쁘게 잘 컷네 ㅎ ㅎ ㅎ
비욕설|일반|여자친구한테 핸드폰 공개해?
비욕설|일반|구구절절 옳소
비욕설|혐오|성형할때부터 뭐지 싶었는데.... 은근 자존감 낮나 봄. 근 10년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍x1000만번 할 판국인데 성형하고 남친이 강남.
비욕설|섹슈얼|섹파에 따라 다르지 않을까? 난 기본적으로 섹파는 혼자 자취하는 애들만 만들어봐서
비욕설|섹슈얼|정상위하는데 여자가 다리 꼬아서 절대 안풀릴려고 꼬운발 손으로 잡는거 봤는데 여자들 하다가 좋으면 다리 꼬아버리냐?
비욕설|일반|실제로 만나러 가시는 길인가요? 부럽부럽~!!
비욕설|일반|차선긋는 형이다 저 도로 차선 그려주러 가고싶노 중앙선 저거 너무 한거 아니가?
욕설|혐오|얼렁 뒤져라 병신아 ~ 너같은 애들때문에 정상인들이 고생하는거지
비욕설|일반|아무리연기라해도 그눈빛보면 어느정도 느낄수있지 사귄다에한표~~키스신도무지많던데 없던감정도생길듯 잘어울림요~
비욕설|섹슈얼|그것도 못할 짓이더라. 운 좋으면 괜찮은 여자랑 섹스도 하고 팁도 두둑히 받는데, 유흥업소는 항상 진상이 많잖아.
비욕설|일반|조심해라보이는것이 다가 아니에요
비욕설|일반|밤 샜어
비욕설|섹슈얼|스캇 관장
욕설|혐오|그래서 그런가 인격 파탄자다 나 또한 그렇고 부전자전 뭐 작은거에 삐지고 말도 안하고 시무룩해있냐 엄마는 오히려 털털한데 남자인 아버지는 저렇게 성격이 소심하고 여자같아서 ..시발 진짜 같이 있고 싶지가 않다
욕설|섹슈얼|뚱녀는 좆을 진짜 닭다리 빨아먹듯이 빨음 정액도 잘먹음 그외엔 무쓸모
비욕설|일반|행복한 돌싱녀
비욕설|일반|관상은 과학인거 알지??
비욕설|혐오|머래. 쳐자 임마.
비욕설|혐오|기자 제목 다는 꼬라지도 극혐 어휴 여자네
비욕설|혐오|조선시대 이씨왕조 = 북빨갱이 김씨왕조
비욕설|혐오|정말 많이 달라졌네 더 못생겨졌다
비욕설|일반|대청소 해야지
비욕설|일반|연기잘하는 일본배우인줄 알았는데 대단하세요!
비욕설|섹슈얼|13이면 평균 살짝 위임 그리고 꼬추 크면 좋지만 그게 또 전부는 아니라 넘 신경쓰지마라 그리고 임마 32에 아다면 괜히 꼬추 탓하지말고 딴 원인을 찾아봐봐야지 ㅠㅠ
비욕설|혐오|지잡도 급이 있다 게이야
욕설|혐오|김일성이 중국말 러시아말을 하는 조선족짱깨라메?? 그거 보고 충격먹음 시발 지금 우리가 중국이랑 싸우고 있다는 거자나
비욕설|일반|이토랜드 주로 사용하는 사람들이랑 정치성향이 안 맞아서 한동안 눈팅도 안하다가 오랜만에 들어와서 구경하는데 여긴 사람냄새 나구 좋네 요렇게 떠드는 곳도 별로 없는듯
비욕설|혐오|JTBC 는 좌빨 방송인데. 이래서 여자들이 문재앙 좋아하나?
욕설|섹슈얼|와 근데 너가 만약 짤같은 상황에서 성공하면 존나 꼴릴것같다.
비욕설|섹슈얼|여자들한테 붙잡혀서 매일 따먹혀봤으면 배 고프다고 하면 밥 주고, 자지 안 서면 약 먹여주고.. 오줌도 먹여주고... 내 정액 줄줄 빨아먹고... 화장실 가야지
비욕설|혐오|15억 제한걸면 밑에껄로 투기 한다고 일베애들도 그리 말하더만 이 정신병자 정권은 시장을 거슬리려고 환장을 했어
비욕설|일반|여신이따로없다 진심
비욕설|일반|진짜 너무보기좋음
비욕설|섹슈얼|구혜선 섹시하지 않은 젖꼭지였구나... 실망..
비욕설|혐오|친목도모하는것도 아니고 그만하고 기부나 쳐해.
비욕설|일반|또 개강이라니
비욕설|일반|전현무..... 누가 먼저 헤어지자고 했을까? 진짜궁굼(진짜궁금해서. 진짜로 제생각인데 한혜진이 먼저 아닐까?) 멋있어염♡♡
비욕설|일반|똥마려
비욕설|일반|남편을 자꾸 무시하게 돼
비욕설|섹슈얼|으르신 꼬추 서요?
비욕설|일반|예능인데 웃긴 애가 단 한명도 없는 이상한 프로그램... 걍 사람이좋다 같음
비욕설|섹슈얼|자지가 안 선다. 어쩌지? 난 술 먹은 다음 날은 꼭 딸따리 치고 싶은데 내일 안 서면 어쩌지?
비욕설|혐오|청주 저기가 충청도 속 전라도라고 불리우는곳임... 알만한 사람은 다 앎.. 범죄 사건사고도 매우 빈번하지... 조민기 똥밟았다고 생각하고... 청주근처는 얼씬도 하지말아라...
비욕설|일반|알토란 닭꼬치 만드는법! 소스 레시피~완전 강추!
비욕설|일반|얼굴은 진짜 매력적이게 생겼지
비욕설|일반|이런글에 악플좀 달지마라. 진짜 얼마나 속상하겠냐. 악플달꺼면 글쓰지마..저런 실력으로 어떻게 의사가 된건지..이해가 안간다 제대로 보상하고 사과해라. 이휴 진짜 보상받아도 속상하겠다. ㅠㅠ
비욕설|일반|일어나서 계단내려올때 업힐때...ㅠㅠㅠ달달해
비욕설|일반|전과했어
비욕설|일반|털보와 윤영이 그리고 주녁이형까지
비욕설|일반|세상 참 맛있다 아픔있어도 눈물있어도 니가있어서 오늘도 웃는다 살맛이 난다 함께하기에 세상 참 맛있어요
비욕설|섹슈얼|임신공격!
욕설|혐오|전시라고 말했고 여럿이서 사람 병신만들기 쉽고 죽은자는 말이없다.내목숨을 위해서 기꺼히 엿같은 새끼에게 내 K2 소총으로 후장을 갈겨줄테다 그게 간부라고 해도 말이지간부새끼땜에 죽나 다르게죽나 죽는건 매한가지
비욕설|섹슈얼|섹ㅇㅋ 배우ㄴㄴ
비욕설|일반|맥락없는 드라마. 그래서 좋ㅋㅋ
비욕설|혐오|이새기일베일수있다. 신해철 바른소리하는거싫어했을거같다는생각이 든다. 말도안되는일이 벌어지는 세상
비욕설|일반|아내분 너무 미인이시네요. 동반출연 한번 해주세요. 너무 재미있게 봤어요.
비욕설|일반|요즘 조깅하고 있어
비욕설|일반|정경호도 같이 레깅스 입었다는쥴...
비욕설|혐오|이미 스스로들이 사람이길 포기한 벌레들 이에요...
비욕설|일반|친구끼리 안그러나? 반응이 과하네 두분 잘어울려요
비욕설|일반|여자친구가 향기에 집착해
비욕설|혐오|어장관리중 산악회 중년들 질펀하게 노는거 어제 오늘 일도 아니고 너한테만 찝적거렸겠냐 뉴비들 한번 건들어보고 버리긴 아깝고 올인하기엔 부족한거지 이넘 저넘 간만볼 듯 40대 중반인데 여성이 돌싱도 아니고 미혼인건 다 이유가 있다
비욕설|일반|실수는 누구나 있는 법...이제부터 잘하면 되요..
비욕설|섹슈얼|대가리속에서 남여 상상하며 딸치는 너의 모습
비욕설|일반|한때 프로토스의 전설 기욤페트리님 축하합니다
비욕설|일반|지금 바로 하러 갑니다~^^ 쌩유~!!
비욕설|일반|여자들은 좋아하는데도 답장시간이 느릴 수 있나요?
비욕설|혐오|쿵쾅이ㅡ들 못나가지고 질투는 오지게하네
비욕설|섹슈얼|누나 찌찌...나 죽어
비욕설|혐오|남편이라는 놈이 상태 안좋은놈이지....돈있는 놈이 미 . 쳤 ...다고 화류계 인간을...ㅋㅋ
비욕설|혐오|짱깨야 너 동네 가서 축하해. 난 축하 안 해.
비욕설|섹슈얼|스타킹 발냄새 노무 좋다
비욕설|일반|솔직히 기안84가 더 잘생겼다. 그치만 박정민 배우가 좋다. 왜일까. 그저 자기일에 충실하고 묵묵히 뭐든지 스스로 하는 모습이 은근 매력있다.
비욕설|일반|로그인 아이디 까먹었다
비욕설|일반|6년을 널 위해 모든걸 바쳤고 니가 떠난후 4년동안 난 미친듯이 살았다.
비욕설|혐오|군대 안간 발치몽 도와준 인성 확인 응 손절
비욕설|일반|자랑하고 싶나봐 ㅋㅋ
비욕설|일반|지금 엔드게임 결말부분 영상이 유출되서 퍼지고 있습니다. 다들 조심하세요
비욕설|일반|저금통 털까
비욕설|섹슈얼|나경아 젖깐사진이나 인스타에 좀올려라 물좀빼게
비욕설|일반|싱글처럼젊던데 결혼하셨구나 축하해요 !!연기도 더하시지ㅋㅋ
비욕설|일반|에이 들고 다니기에는 너무 크다
비욕설|혐오|주방장 새끼들한테 쉐프라는 이름 좀 쓰지마라.
비욕설|일반|천사같애 내이상형❤️
비욕설|일반|내가 불효자야
비욕설|일반|역시 드라마는 1화부터 6화8화까지는 재밌다. 그후로부터는..크흠.! 아무튼 잘된 드라마,성공한 드라마들은 마무리 끝까지 완벽하고 재밋었다
비욕설|섹슈얼|섹스존나 하구와 ~~
비욕설|일반|예서는 못생겼는데 못됐고 혜나는 예쁜데 못됐고 둘다 연기 잘하지만 내게는 그차이
비욕설|섹슈얼|넣기전엔 댱연 하는데 삽입하고 쑤시다 젖은 ㅂㅈ 입으로 해달라면 해줘? 안해줘? 저번에 입으로 해달라고해서 할려고했지만 못하고 손으로만 해줌...마눌은 내꺼 해주고...ㅋ
비욕설|일반|역시 방탄이다 제2의 엑소라 불려도 손색이 없네 이제는 ㅎㄷㄷ 흥해라 방탄 응원한다!!
비욕설|혐오|여자들얼굴 죄자부담 스럽지 ㅡㅡ 성형을 해서그런가 ㅡ다이상하게생김 ㅡ이번시즌은 이필모 부인 처럼 자연스런얼굴 이 없네
비욕설|혐오|머가리 용량 다차서 트져 뿟노?
욕설|혐오|음주운전은 다신 운전대 못잡게 해야한다. 면허 정지. 취소 된사람이 면허 다시 따러 면허학원에 차끌고 오더라!! 저 엄마는 어떻게 살라고 이 ㅈ1 똥 같은 ㅅㄲ1야
비욕설|일반|재미로하지말고 유익하게진행해보세요 ~~서장훈 추천
비욕설|혐오|한물간 연예인...
비욕설|일반|폭죽이야 잘못된거지만 거기등산로인데 흡연은 거기등산로 한사람들도있을수있는데..
비욕설|혐오|너도 나이들어서 그러지않기를 빈다컴퓨터 이후의 무언가가 나왔는데 적응못하고씨피유가 어쩌고 그러는 틀딱이 될수도있음
비욕설|일반|클라라는 사랑입니다❤❤❤❤
비욕설|일반|거 초반에 긴장하면 원래 안서기도 함 혹시 몰라서 3일 참은거면 최소 3일 전부터 긴장한거고 굳이 약까지 먹을 정도면 겁나 신경쓰는건데 너무 그렇게 신경쓸수록 안섭니다 꼭 넣고 흔들어야만 상대가 만족하는거 아니니까 몸으로 즐거움 찾는 과정이라 생각하고 그 와중에 서면 넣고, 아니면 말고 마음으로 하면 됨
비욕설|혐오|이정부 내내 조용하다가 버닝썬터지니 마약사범줄줄이 터지네?
비욕설|일반|대은아 혹시나 협박받고 있거나 약점 잡힌거 있으면 내년 크보 첫 선발경기에서 보크해
비욕설|섹슈얼|정액 먹고싶다고 매번 달라하던년 잇었는데 처음에는 놀라웠다가, 좋았다가. 나중에 생각해보니까 전남친새끼 뭐하는새낀지 궁금해지더라 ㅋㅋ
비욕설|혐오|싸이코패스네. 저런 색히 살리자고 국민 세금으로 지원하자는 거야? 하긴 뭐 중화민주당은 빨치산이니까.
비욕설|혐오|페미들아 제발 죽어줘
욕설|혐오|피싸개새끼들 인권을 왜챙겨?? 니 메갈하냐?
비욕설|일반|연애 갱년긴가
비욕설|혐오|네이버 =틀딱놀이터 다음 = 좀비놀이터
욕설|혐오|그럼 꼽아 놓고 하면 좆질로 분수 가능?
비욕설|섹슈얼|불륜정사갈보네이거로 바꿔라
비욕설|혐오|부끄러움을 모르는 세키들. 그러니 딱 그수준이지.
비욕설|혐오|쿵쾅이분들 뭣때문에 화나셔서 걸고넘어질까...
욕설|혐오|니애미 김정은 후장빨이년 ㅋㅋ
욕설|혐오|좆같은 년 하나 잡아 촉쳐야겠다
비욕설|일반|아...... ㅜ
비욕설|일반|친구가 지금 임신 초기인데 임산부마사지 받고 싶다 하더라구요
욕설|섹슈얼|단속 존나 심하던데 전에한번 갔다가 마사지 받고있는데 형사와서 존내 놀랐다 마사지 받고 2차로 한판 할려했는데 운 좋게 빠져나왔다
욕설|혐오|씨발 ;
욕설|혐오|OOO들 모임이네. 뉴스에1분도 못나오는 뒷방3류아나라 잃을것도업시 친문좌파 방송국설립하려고 아나퇴사하고 개쌉친아나들. 와꾸만 번지르하고 속은맘충들과동급. 소신지키고 아나로서 소명을다한 배현진이 새삼 이쁘다
비욕설|일반|여러분!!! 승리 지적으로 보이지 않나요?
비욕설|일반|연기도 찰떡이던데!!!! 응원합니동
비욕설|섹슈얼|요새 스타킹이 너무 좋다 근데 계속 보고 만지고 싶은데 그런 여자가 없네 맛보고 맡아보고 찢어보고 근데 기모는 별로~ 너무 좋지 않아???? 내 섹파 발사진
욕설|혐오|중국 쇄국하면 가능함중국이 ㅂㅅ란건 팩트인데 제조업은 규모 속도 놀랍다 한국기준에선 말도안되는 가격에 퀄리티 뽑아냄로봇공장도 아마 중국이 좆나 만들꺼다
욕설|혐오|임예진 개년 연기고 뭐고 개같은거 그만 출연시켜라 구역질난다. 미친 요즘도 저런 좃이 있음?
비욕설|일반|울지마 울지마
비욕설|일반|왜 니가 그러면 기분이 이상하지
비욕설|일반|남궁민 존잘에 연기신인데 피지컬이 넘 아쉽
비욕설|섹슈얼|정상입니다요. 전 아내랑 포풍섹스하고 나서도 딸쳐요.
비욕설|일반|너한테 쓰는 편지
비욕설|혐오|저런거 조롱하는 놈들 대깨문이던데 좌좀 빨겡이들 ㅋ
비욕설|일반|저도 신동미씨 넘 좋아하는데~남친도 신동미씨 넘 좋아해요~항상 해맑은 느낌 그대로~화이팅이요~건강하세요~
비욕설|일반|용산 렌탈스튜디오 노래방부터 루프탑까지
비욕설|혐오|이게 남적남이라는 건가.. 얼마나 잘나가는 친구가 질투나면 이런 일을 벌이냐 ㅋ 한남들은 또 좋다고 사람 매장시키려고 들고
욕설|혐오|나랑 10년 차이나고 요즘 말하는거 보면 넘 싸가지가 없네 어쩌지 사촌동생이 내 앞에서도 무례하게 구니까 존나 거슬리네 성격 같아서는 씨발놈아 하면서 개쌍욕을 퍼붓고 싶은데 남이었음 진작에 퍼부었다
비욕설|일반|송혜교씨 화이팅. 왜 남의 인생에 욕들을 하십니까. 자세한 내막도 모르면서..댁들이나 잘들 하셔야 할듯. 욕하면 죄받아요.
비욕설|일반|누구나 가슴속에 있는 전화번호.
비욕설|일반|역시 경규ㅋㅋ
비욕설|혐오|이 또라이 연놈들 생각보다 오래가네 니들이 아무리 국제 영화상 타봐라 하나도 안좋아보인다
욕설|혐오|미국이 잘도 미개한 똥양인 반도새끼들을 51번째 주에 넣어주겠ㅋㅋ치앞도 못보는 병신 개돼지들 투성이에대표로 뽑은 새끼가 문재ㅋㅋㅋ 수ㅋㅋ
비욕설|혐오|이기 글쓴이 일베아니노?
비욕설|일반|조사하겠지, 그만 기사화해라.
비욕설|일반|이미 접은 짝남한테 주기적으로 연락이 온다.
비욕설|혐오|일대기쓰다가 다 날아가서 걍 짧게 쓴다 하... 이여편네가 시댁험담 존나게하다가 내가 꼭지 돌아서 쓰레기봉투 발로차브럿드만 서로 몸쌈도하고 욕질도 하다가 마눌 부엌칼 가지고 방에 드가드라? 뭐 괴로울땐 허벅지를 찔러서 몸에 아픔을줘야 마음이 덜아프대나?
비욕설|혐오|이렇게 유도리없는 새끼들 개극혐
비욕설|일반|사내커플인데 비밀연애하니까 더 떨려.
비욕설|일반|오빠 판박이! 애들이 귀티가 흘러요
비욕설|혐오|여자아이돌 죄다 일진 양아치 꼴초 냄비임
비욕설|일반|그냥 차단이나 하지.
비욕설|섹슈얼|벽에 구멍 뚫고 박아 아프면 자지에 샴프 바르고
비욕설|일반|개졸려
비욕설|혐오|아직도 티비 나오네 뻔뻔하다
비욕설|일반|집착인가봐
비욕설|일반|김사랑은 진짜 사랑이다
비욕설|일반|닭꼬치 만드는법 냉동 닭가슴살 요리
비욕설|혐오|오늘도 여자에 미친 일게이들 ㅁㅈㅎ
비욕설|일반|영화도 재미없고 노래도 별로 듣고싶지 않고 게임도 예전처럼 재미를 못느끼겠고 스포츠는 뭐 몸이 안따라줘서 못하고.. 여친이 없어서 사는게 재미가 없는건가... 대화를 나눌 사람도 별로 없고.. 내 감정을 공유할 사람이 없으니..그래서 무의미하게 느껴지는건가 노인정 노인네들이 왜 길거리에 의자에 앉아서 지나가는 사람들만 멀뚱멀뚱 쳐다보는지 조금은 이해가 되기 시작한다
비욕설|일반|썸녀 주변에 남자가 많아
비욕설|일반|3주만에 머리나는 발모제 개발! 제목만 보고 광광 우럭따
비욕설|일반|전설의 백스ㅋ
비욕설|일반|가출할까?
비욕설|일반|결국 사고쳤내 또
욕설|섹슈얼|둘다 아무것도 모를때 좃또 질내사정 때리면 의외로 자기보다 상급의 여자랑 살아갈수도 있다
비욕설|혐오|이건 무슨 개똥 같은소리야...국산차가 더 흔해 빠졌는데....g80 gv80만 봐도 요즘 길거리 흔해져서 전혀 고급감이 안느껴지더라
비욕설|일반|잘 가요 내 사랑 이젠 보내줄게요 기억 추억 모두 잊을게요
비욕설|혐오|요새는 사극 마저도 못생긴 돼지년 노처녀들이 처보는 김차드라마 ㄷㄷ
비욕설|일반|나는 못난거 같은데 인기있는 여자에게 연락해도 될까?
비욕설|일반|넌 왜 윤석열 지지하냐?
비욕설|일반|이건 뭐 변호사 변론비용도 아니고.. 좀 심하네.
비욕설|일반|유쾌한 코미디 잘봤습니다^^
비욕설|섹슈얼|제가 삽입후 5분 조루라서 말표 조루크림 써봤거든요 1시간전에 발랐다가 오피갔다왔는데 20분안 싸지를 못해서 결국 손으로 마무리했어요 조루에서 지루가 되버렸네요 ㅡㅡ 몇분전에 써야하는지~~
비욕설|일반|집착인가
비욕설|일반|성현아 얼굴 되게 이뻐졌다..오히려 20~30대 얼굴보다 갸름하고 균형 맞아진 느낌
비욕설|일반|혜진아. 내 맘이 너에게 확정되기 전에 날 떠났어야지
비욕설|혐오|민주당 Dog 자식들은 경제살린다고 말하는건 아가리로만 할뿐
비욕설|일반|최저시급은 받니
비욕설|일반|엄마가 중간 손가락이 반틈 짤리다 말아서 그렇게 살아가는것을 의식된채로 꿈을 꿨습니다
비욕설|혐오|어쩌라고 퇴물틀딱이 이사를가든 뭘하든
비욕설|일반|영양가 최고의 강의였습니다. 잘 해 왔다고 생각했었는데 부족한 점이 많다는걸 깨닳았어요.
비욕설|혐오|여정씨 재앙이 약점 갖고 있는거 같은디 모두 공개해 주세요 요즘 재앙이 이놈하고 즌라도 새끼들 꼴보기 싫어 못살겄다.
비욕설|일반|국산차 타다가 수입차 타는 사람은 봤어도 수입차 타다가 국산차 타는 사람은 못봤다
비욕설|혐오|미주땜시롱 보려했더만 빨간대가리랑 붐레기나오네 거를수밖에 없네 하
비욕설|일반|워너원이 나와야지. .
비욕설|일반|전 그냥 조보아 땜에 봐요...
비욕설|일반|고개 안돌아가고 자유로워진 기분이 아니라 우울해진다고..? 것두 별로 좋은게 아니겠네
비욕설|혐오|빨갱아 북한 핵개발에 대해서 어떻게 생각해?
비욕설|일반|여자친구에게 팔찌 목걸이 둘중하나만 선물할 수 있다면 뭐가 좋을까?
비욕설|혐오|애비도 같이 쳐넣어야됨
욕설|혐오|ㅋㅋ 위에 댓글 병신머저리같은년들 가르쳐주면 배울생각이 전혀없네
비욕설|일반|ㅋㅋ 짤이 절묘하ㅋ
비욕설|일반|수강신청 망했어
비욕설|섹슈얼|아네 싸고 뒤처리 어떻게 하냐
비욕설|일반|이야 뭐하는 놈이야 지리네 ㅎㄷㄷ 04인데
